OBJECTID,Site_ID,Ftr_ID,Ftr_Name,Other_Name,Last_Updt,Ftr_Group,Ftr_Type,Commodity,Lat_WGS84,Long_WGS84,Pt_Def,Poly_Def,State,County,Loc_Scale,Loc_Date,Ref_Detail,Ref_ID,Remarks,Loc_Poly
101,SD00045,Mr00140,Etta District,,2018-03-29,Mineral Region,Mineral District,lithium; beryllium; tin; mica,43.871906,-103.394033,Approximate center of polygon,Mineral District outline,SD,Pennington; Custer,"Small (<1:250,000)",1995,Plate 1,Wilson and DeWitt (1995b),,Yes
102,SD00046,Mr00111,Keystone District,,2018-03-29,Mineral Region,Mineral District,tin; feldspar; mica; lithium; beryllium; niobium; tantalum; gold; silver; arsenic,43.902755,-103.429069,Approximate center of polygon,Mineral District outline,SD,Pennington,"Small (<1:250,000)",1995,Plate 1,Wilson and DeWitt (1995b),,Yes
103,SD00047,Mf00570,Ingersoll Mine,Ingersoll Claims; Bob Ingersoll Mine,2018-03-29,Mine Feature,Underground Workings,tin; beryllium; feldspar; mica; tantalum; lithium,43.910926,-103.452675,Approximate center of underground workings,,SD,Pennington,"Large (>1:24,000)",1953,Plate 6,Page and others (1953),,No
104,SD00047,Mo00711,"Ingersoll, Dike No. 1",,2018-04-03,Mineral Occurrence,Deposit,tin; feldspar; lithium; mica; niobium; beryllium,43.911062,-103.451735,Approximate center of polygon,Outline of pegmatites,SD,Pennington,"Large (>1:24,000)",1953,Plate 6,Page and others (1953),,Yes
105,SD00047,Mo00712,"Ingersoll, Dike No. 2",,2018-04-03,Mineral Occurrence,Deposit,tin; feldspar; mica; lithium; beryllium; niobium; tantalum,43.911649,-103.453436,Approximate center of polygon,Outline of pegmatites,SD,Pennington,"Large (>1:24,000)",1953,Plate 6,Page and others (1953),,Yes
106,SD00047,Mo00713,"Ingersoll, Dike No. 3",,2018-04-03,Mineral Occurrence,Prospect,feldspar; mica,43.910704,-103.450871,Approximate center of polygon,Outline of pegmatites,SD,Pennington,"Large (>1:24,000)",1953,Plate 6,Page and others (1953),,Yes
107,SD00047,Mo00714,"Ingersoll, Dike No. 4",,2018-04-03,Mineral Occurrence,Prospect,feldspar; beryllium; lithium,43.911866,-103.45285,Approximate center of polygon,Outline of pegmatites,SD,Pennington,"Large (>1:24,000)",1953,Plate 6,Page and others (1953),,Yes
108,SD00048,Mf00571,Giant-Volney Mine,,2018-04-03,Mine Feature,Underground Workings,niobium; tin; lithium,44.376811,-104.049226,Location of Giant-Volney Mine,,SD,Lawrence,"Large (>1:24,000)",1941,Plate 90,Smith and Page (1941),,No
109,SD00048,Mo00715,Giant-Volney,Tinton Spodumene; Tantalum Hill; Giant,2018-04-03,Mineral Occurrence,Deposit,tin; titanium; lithium; niobium; tantalum,44.376811,-104.049226,Location of Giant-Volney Mine,,SD,Lawrence,"Large (>1:24,000)",1941,Plate 90,Smith and Page (1941),,No
110,TX00010,Mo00723,Cave Peak,,2018-04-12,Mineral Occurrence,Deposit,molybdenum; copper; tungsten; tin; niobium,31.439687,-104.88131,Location of Cave Peak Breccia Pipe Complex,,TX,Culberson,"Small (<1:250,000)",1979,Figure 3,Sharp (1979),Adjusted to Esri USA Topo (2018),No
111,TX00011,Mf00572,Franklin Mountains Tin Mine,,2018-04-12,Mine Feature,Mill Site,tin,31.936031,-106.488224,Tin mine symbol,,TX,El Paso,"Large (>1:24,000)",1972,Plate 1,Harbour (1972),,No
112,TX00011,Mo00724,Franklin Mountains Tin,,2018-04-12,Mineral Occurrence,Deposit,tin,31.936084,-106.487613,Tin mine symbol,,TX,El Paso,"Large (>1:24,000)",1972,Plate 1,Harbour (1972),,No
113,VA00008,Mf00512,No. 1 Workings,,2017-12-20,Mine Feature,Underground Workings,tin,37.850145,-79.163539,Center of No. 1 workings,,VA,Rockbridge,"Large (>1:24,000)",1942,Figure 30,Koschmann and others (1942),,No
114,VA00008,Mf00513,No. 2 Workings,,2017-12-20,Mine Feature,Underground Workings,tin,37.846651,-79.166485,Center of No. 2 workings,,VA,Rockbridge,"Large (>1:24,000)",1942,Figure 30,Koschmann and others (1942),,No
115,VA00008,Mo00518,Panther Run,,2017-12-20,Mineral Occurrence,Deposit,tin,37.849991,-79.164092,Approximate center of Panther Run,,VA,Rockbridge,"Large (>1:24,000)",1942,Figure 30,Koschmann and others (1942),,No
116,VA00010,Mr00126,Irish Creek District,,2018-04-11,Mineral Region,Mining District,tin,37.822514,-79.144737,Location of Irish Creek tin district,,VA,Nelson; Rockbridge,"Small (<1:250,000)",1942,Figure 29,Koschmann and others (1942),,No
117,WA00006,Mf00518,Silver Hill Mine,,2017-12-28,Mine Feature,Underground Workings,tin; tungsten,47.55751,-117.327177,Approximate center of underground workings,,WA,Spokane,"Large (>1:24,000)",1941,Plate 32,Page (1941),,No
118,WA00006,Mo00521,Zone 1,,2017-12-28,Mineral Occurrence,Deposit,tin; tungsten; silver,47.556999,-117.328606,Approximate location on map,,WA,Spokane,"Large (>1:24,000)",1941,Plate 32,Page (1941),,No
119,WA00006,Mo00522,Zone 2,,2017-12-28,Mineral Occurrence,Deposit,tin; tungsten; silver,47.556862,-117.327479,Approximate location on map,,WA,Spokane,"Large (>1:24,000)",1941,Plate 32,Page (1941),,No
120,WA00006,Mo00523,Zone 3,,2017-12-28,Mineral Occurrence,Deposit,tin; tungsten; silver,47.557595,-117.327986,Approximate location on map,,WA,Spokane,"Large (>1:24,000)",1941,Plate 32,Page (1941),,No
121,WA00006,Mo00524,Zone 4,,2017-12-28,Mineral Occurrence,Deposit,tin; tungsten; silver,47.558024,-117.326859,Approximate location on map,,WA,Spokane,"Large (>1:24,000)",1941,Plate 32,Page (1941),,No
